ProfileName,LevelName,FlowName
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
I-I: Secure Internet (ITS),Security,road network conditions
I-I: Secure Internet (ITS),Mgmt,road network conditions
I-I: Secure Internet (ITS),Access,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
OMG DDS,Access,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Facilities,road network conditions
OMG DDS,Security,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,TransNet,road network conditions
OMG DDS,Mgmt,road network conditions
OMG DDS,Facilities,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Facilities,road network conditions
Apache Kafka,TransNet,road network conditions
Apache Kafka,Access,road network conditions
Apache Kafka,Security,road network conditions
Apache Kafka,Mgmt,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS AMQP,Facilities,road network conditions
OASIS AMQP,Mgmt,road network conditions
OASIS AMQP,Access,road network conditions
OASIS AMQP,Security,road network conditions
OASIS AMQP,TransNet,road network conditions
OASIS MQTT,Mgmt,road network conditions
OASIS MQTT,Access,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Security,road network conditions
OASIS MQTT,TransNet,road network conditions
OASIS MQTT,Facilities,road network conditions
OASIS MQTT,Security,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
Data for Distribution (TBD),ITS Application Entity,road network conditions
(None-Comm),Access,road network conditions
(None-Comm),TransNet,road network conditions
(None-Comm),Security,road network conditions
(None-Comm),Mgmt,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
(None-Data),Facilities,road network conditions
(None-Data),ITS Application Entity,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Security,road network conditions
C-C: NTCIP Messaging,TransNet,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Mgmt,road network conditions
C-C: NTCIP Messaging,Facilities,road network conditions
C-C: NTCIP Messaging,Access,road network conditions
US: TMDD,Facilities,road network conditions
US: TMDD,ITS Application Entity,road network conditions
EU: DATEX,Facilities,road network conditions
EU: DATEX,ITS Application Entity,road network conditions
C-C: DATEX Messaging,Security,road network conditions
C-C: DATEX Messaging,Access,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,Mgmt,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
C-C: DATEX Messaging,TransNet,road network conditions
I-I: Secure Internet (ITS),TransNet,road network conditions
